ISIN,Status,conId,Symbol,LocalSymbol,SecurityType,PrimaryExchange,Exchange,Currency,LongName,FirstHistoricalDate,ContractMatches,Error
US11161T2078,NO_HEAD_TIMESTAMP,112776921,9IRA,9IRA,STK,FWB,SMART,EUR,BROADWIND INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1124631045,NO_HEAD_TIMESTAMP,36791754,BKD,BKD,STK,NYSE,SMART,USD,BROOKDALE SENIOR LIVING INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1143401024,NO_HEAD_TIMESTAMP,4727409,AZTA,AZTA,STK,NASDAQ,SMART,USD,AZENTA INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1152361010,NO_HEAD_TIMESTAMP,6607613,BRO,BRO,STK,NYSE,SMART,USD,BROWN & BROWN INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1156371007,NO_HEAD_TIMESTAMP,4926,BF A,BF A,STK,NYSE,SMART,USD,BROWN-FORMAN CORP-CLASS A,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1156372096,NO_HEAD_TIMESTAMP,4931,BF B,BF B,STK,NYSE,SMART,USD,BROWN-FORMAN CORP-CLASS B,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1167941087,NO_HEAD_TIMESTAMP,9905742,BRKR,BRKR,STK,NASDAQ,SMART,USD,BRUKER CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1170431092,NO_HEAD_TIMESTAMP,4820,BC,BC,STK,NYSE,SMART,USD,BRUNSWICK CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1184401065,NO_HEAD_TIMESTAMP,3206032,BKE,BKE,STK,NYSE,SMART,USD,BUCKLE INC/THE,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1200761047,NO_HEAD_TIMESTAMP,31832523,BBW,BBW,STK,NYSE,SMART,USD,BUILD-A-BEAR WORKSHOP INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12008R1077,NO_HEAD_TIMESTAMP,34851874,BLDR,BLDR,STK,NYSE,SMART,USD,BUILDERS FIRSTSOURCE INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1220171060,NO_HEAD_TIMESTAMP,135699190,BURL,BURL,STK,NYSE,SMART,USD,BURLINGTON STORES INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1244111092,NO_HEAD_TIMESTAMP,280739314,BY,BY,STK,NYSE,SMART,USD,BYLINE BANCORP INC,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12466Q1040,NO_HEAD_TIMESTAMP,4727922,CFFI,CFFI,STK,NASDAQ,SMART,USD,C & F FINANCIAL CORP,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12468P1049,NO_HEAD_TIMESTAMP,459113767,AI,AI,STK,NYSE,SMART,USD,C3.AI INC-A,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1248051021,NO_HEAD_TIMESTAMP,4727679,CBZ,CBZ,STK,NYSE,SMART,USD,CBIZ INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12503M1080,NO_HEAD_TIMESTAMP,76227954,CBOE,CBOE,STK,BATS,SMART,USD,CBOE GLOBAL MARKETS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12504L1098,NO_HEAD_TIMESTAMP,95514903,RF6,RF6,STK,IBIS,SMART,EUR,CBRE GROUP INC - A,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1251411013,NO_HEAD_TIMESTAMP,4727847,CECO,CECO,STK,NASDAQ,SMART,USD,CECO ENVIRONMENTAL CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12514G1085,NO_HEAD_TIMESTAMP,130432552,CDW,CDW,STK,NASDAQ,SMART,USD,CDW CORP/DE,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1252691001,NO_HEAD_TIMESTAMP,35447205,CF,CF,STK,NYSE,SMART,USD,CF INDUSTRIES HOLDINGS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12541W2098,NO_HEAD_TIMESTAMP,36320731,CHRW,CHRW,STK,NASDAQ,SMART,USD,C.H. ROBINSON WORLDWIDE INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1255231003,NO_HEAD_TIMESTAMP,346403540,CI,CI,STK,NYSE,SMART,USD,THE CIGNA GROUP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12572Q1058,NO_HEAD_TIMESTAMP,45127739,CME,CME,STK,NASDAQ,SMART,USD,CME GROUP INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1258961002,NO_HEAD_TIMESTAMP,5840,CMS,CMS,STK,NYSE,SMART,USD,CMS ENERGY CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12618T1051,NO_HEAD_TIMESTAMP,4728547,CRAI,CRAI,STK,NASDAQ,SMART,USD,CRA INTERNATIONAL INC,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12621E1038,NO_HEAD_TIMESTAMP,75176372,CNO,CNO,STK,NYSE,SMART,USD,CNO FINANCIAL GROUP INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12634H2004,NO_HEAD_TIMESTAMP,300464284,PMTS,PMTS,STK,NASDAQ,SMART,USD,CPI CARD GROUP INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1264021064,NO_HEAD_TIMESTAMP,206663845,CSW,CSW,STK,NYSE,SMART,USD,CSW INDUSTRIALS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1264081035,NO_HEAD_TIMESTAMP,6150,CSX,CSX,STK,NASDAQ,SMART,USD,CSX CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1265011056,NO_HEAD_TIMESTAMP,6190,CTS,CTS,STK,NYSE,SMART,USD,CTS CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12653C1080,NO_HEAD_TIMESTAMP,295296295,CNX,CNX,STK,NYSE,SMART,USD,CNX RESOURCES CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1266001056,NO_HEAD_TIMESTAMP,754270,CVBF,CVBF,STK,NASDAQ,SMART,USD,CVB FINANCIAL CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12662P1084,NO_HEAD_TIMESTAMP,46671687,CVI,CVI,STK,NYSE,SMART,USD,CVR ENERGY INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1266501006,NO_HEAD_TIMESTAMP,2585769,CVS,CVS,STK,NYSE,SMART,USD,CVS HEALTH CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12685J1051,NO_HEAD_TIMESTAMP,196477597,CABO,CABO,STK,NYSE,SMART,USD,CABLE ONE INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1270551013,NO_HEAD_TIMESTAMP,5480,CBT,CBT,STK,NYSE,SMART,USD,CABOT CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1271903049,NO_HEAD_TIMESTAMP,267197,CACI,CACI,STK,NYSE,SMART,USD,CACI INTERNATIONAL INC -CL A,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1272031071,NO_HEAD_TIMESTAMP,305881950,WHD,WHD,STK,NYSE,SMART,USD,CACTUS INC - A,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1273871087,NO_HEAD_TIMESTAMP,5552,CDNS,CDNS,STK,NASDAQ,SMART,USD,CADENCE DESIGN SYS INC,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1275372076,NO_HEAD_TIMESTAMP,4728102,CDZI,CDZI,STK,NASDAQ,SMART,USD,CADIZ INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US12769G1004,NO_HEAD_TIMESTAMP,435774408,CZR,CZR,STK,NASDAQ,SMART,USD,CAESARS ENTERTAINMENT INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1280302027,NO_HEAD_TIMESTAMP,4727574,CALM,CALM,STK,NASDAQ,SMART,USD,CAL-MAINE FOODS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1280583022,NO_HEAD_TIMESTAMP,585306004,LSTA,LSTA,STK,NASDAQ,SMART,USD,LISATA THERAPEUTICS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1295001044,NO_HEAD_TIMESTAMP,194318432,CAL,CAL,STK,NYSE,SMART,USD,CALERES INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US13057Q3056,NO_HEAD_TIMESTAMP,452226249,CRC,CRC,STK,NYSE,SMART,USD,CALIFORNIA RESOURCES CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1307881029,NO_HEAD_TIMESTAMP,6255,CWT,CWT,STK,NYSE,SMART,USD,CALIFORNIA WATER SERVICE GRP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US13100M5094,NO_HEAD_TIMESTAMP,73793095,CALX,CALX,STK,NYSE,SMART,USD,CALIX INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1311931042,NO_HEAD_TIMESTAMP,6808,CALY,CALY,STK,NYSE,SMART,USD,CALLAWAY GOLF COMPANY,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1331311027,NO_HEAD_TIMESTAMP,6004,CPT,CPT,STK,NYSE,SMART,USD,CAMDEN PROPERTY TRUST,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1344291091,NO_HEAD_TIMESTAMP,5980,CPB,CPB,STK,NASDAQ,SMART,USD,THE CAMPBELL'S COMPANY,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US13462K1097,NO_HEAD_TIMESTAMP,250142644,CWH,CWH,STK,NYSE,SMART,USD,CAMPING WORLD HOLDINGS INC-A,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1347481020,NO_HEAD_TIMESTAMP,391525016,CAN,CAN,STK,NASDAQ,SMART,USD,CANAAN INC.,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US13765N1072,NO_HEAD_TIMESTAMP,296044427,CNNE,CNNE,STK,NYSE,SMART,USD,CANNAE HOLDINGS INC,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1396741050,NO_HEAD_TIMESTAMP,4727714,CCBG,CCBG,STK,NASDAQ,SMART,USD,CAPITAL CITY BANK GROUP INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1397371006,NO_HEAD_TIMESTAMP,335049606,CBNK,CBNK,STK,NASDAQ,SMART,USD,CAPITAL BANCORP INC/MD,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14040H1059,NO_HEAD_TIMESTAMP,5941,COF,COF,STK,NYSE,SMART,USD,CAPITAL ONE FINANCIAL CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1404752032,NO_HEAD_TIMESTAMP,459557545,SNDA,SNDA,STK,NYSE,SMART,USD,SONIDA SENIOR LIVING INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1405011073,NO_HEAD_TIMESTAMP,4728677,CSWC,CSWC,STK,NASDAQ,SMART,USD,CAPITAL SOUTHWEST CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14057J1016,NO_HEAD_TIMESTAMP,82340077,CFFN,CFFN,STK,NASDAQ,SMART,USD,CAPITOL FEDERAL FINANCIAL IN,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14070B3096,NO_HEAD_TIMESTAMP,369897882,CAPR,CAPR,STK,NASDAQ,SMART,USD,CAPRICOR THERAPEUTICS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14147L1089,NO_HEAD_TIMESTAMP,421142475,XE7C,XE7C,STK,FWB,SMART,EUR,CARDIFF ONCOLOGY INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14149Y1082,NO_HEAD_TIMESTAMP,5407,CAH,CAH,STK,NYSE,SMART,USD,CARDINAL HEALTH INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14161W3034,NO_HEAD_TIMESTAMP,889753892,CDLX,CDLX,STK,NASDAQ,SMART,USD,CARDLYTICS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14167L1035,NO_HEAD_TIMESTAMP,160758513,CDNA,CDNA,STK,NASDAQ,SMART,USD,CAREDX INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14167R1005,NO_HEAD_TIMESTAMP,480284698,CCLD,CCLD,STK,NASDAQ,SMART,USD,CARECLOUD INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14174T1079,NO_HEAD_TIMESTAMP,152254614,CTRE,CTRE,STK,NYSE,SMART,USD,CARETRUST REIT INC,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1417881091,NO_HEAD_TIMESTAMP,292179068,CARG,CARG,STK,NASDAQ,SMART,USD,CARGURUS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1423391002,NO_HEAD_TIMESTAMP,6120,CSL,CSL,STK,NYSE,SMART,USD,CARLISLE COS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1431301027,NO_HEAD_TIMESTAMP,2586156,KMX,KMX,STK,NYSE,SMART,USD,CARMAX INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14316J1088,NO_HEAD_TIMESTAMP,397999651,CG,CG,STK,NASDAQ,SMART,USD,CARLYLE GROUP INC/THE,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1442851036,NO_HEAD_TIMESTAMP,6077,CRS,CRS,STK,NYSE,SMART,USD,CARPENTER TECHNOLOGY,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14448C1045,NO_HEAD_TIMESTAMP,410755397,CARR,CARR,STK,NYSE,SMART,USD,CARRIER GLOBAL CORP,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14575E1055,NO_HEAD_TIMESTAMP,275472777,CARS,CARS,STK,NYSE,SMART,USD,CARS.COM INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1462291097,NO_HEAD_TIMESTAMP,26593783,CRI,CRI,STK,NYSE,SMART,USD,CARTER'S INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1468691027,NO_HEAD_TIMESTAMP,274144952,CVNA,CVNA,STK,NYSE,SMART,USD,CARVANA CO,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1474481041,NO_HEAD_TIMESTAMP,4728828,CWST,CWST,STK,NASDAQ,SMART,USD,CASELLA WASTE SYSTEMS INC-A,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1475281036,NO_HEAD_TIMESTAMP,267265,CASY,CASY,STK,NASDAQ,SMART,USD,CASEY'S GENERAL STORES INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14808P1093,NO_HEAD_TIMESTAMP,4727628,CASS,CASS,STK,NASDAQ,SMART,USD,CASS INFORMATION SYSTEMS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US14817C1071,NO_HEAD_TIMESTAMP,358913768,FLNA,FLNA,STK,NASDAQ,SMART,USD,FILANA THERAPEUTICS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1491231015,NO_HEAD_TIMESTAMP,5437,CAT,CAT,STK,NYSE,SMART,USD,CATERPILLAR INC,,4,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1491501045,NO_HEAD_TIMESTAMP,3655444,CATY,CATY,STK,NASDAQ,SMART,USD,CATHAY GENERAL BANCORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1492051065,NO_HEAD_TIMESTAMP,267200,CATO,CATO,STK,NYSE,SMART,USD,CATO CORP-CLASS A,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1508377066,NO_HEAD_TIMESTAMP,786034495,LSR,LSR,STK,FWB,SMART,EUR,CEL - SCI CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1508701034,NO_HEAD_TIMESTAMP,32943358,CE,CE,STK,NYSE,SMART,USD,CELANESE CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US15117B2025,NO_HEAD_TIMESTAMP,353042531,CLDX,CLDX,STK,NASDAQ,SMART,USD,CELLDEX THERAPEUTICS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US15117F8804,NO_HEAD_TIMESTAMP,793649938,CLRB,CLRB,STK,NASDAQ,SMART,USD,CELLECTAR BIOSCIENCES INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US15117K1034,NO_HEAD_TIMESTAMP,188525310,CLLS,CLLS,STK,NASDAQ,SMART,USD,CELLECTIS - ADR,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US15117N7012,NO_HEAD_TIMESTAMP,801782965,IMNN,IMNN,STK,NASDAQ,SMART,USD,IMUNON INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US15126Q2084,NO_HEAD_TIMESTAMP,267760742,CPAC,CPAC,STK,NYSE,SMART,USD,CEMENTOS PACASMAYO SAA - ADR,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US15135B1017,NO_HEAD_TIMESTAMP,13878278,CNC,CNC,STK,NYSE,SMART,USD,CENTENE CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US15189T1079,NO_HEAD_TIMESTAMP,8093,CNP,CNP,STK,NYSE,SMART,USD,CENTERPOINT ENERGY INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1523091007,NOT_FOUND,,,,,,,,,,0,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US1535271068,NO_HEAD_TIMESTAMP,4727876,CENT,CENT,STK,NASDAQ,SMART,USD,CENTRAL GARDEN & PET CO,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1535272058,NO_HEAD_TIMESTAMP,42839254,CENTA,CENTA,STK,NASDAQ,SMART,USD,CENTRAL GARDEN AND PET CO-A,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1564311082,NO_HEAD_TIMESTAMP,4727883,CENX,CENX,STK,NASDAQ,SMART,USD,CENTURY ALUMINUM COMPANY,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US15643U1043,NO_HEAD_TIMESTAMP,168391375,LEU,LEU,STK,NYSE,SMART,USD,CENTRUS ENERGY CORP-CLASS A,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1564921005,NO_HEAD_TIMESTAMP,4728396,CNTY,CNTY,STK,NASDAQ,SMART,USD,CENTURY CASINOS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1565043007,NO_HEAD_TIMESTAMP,156106386,CCS,CCS,STK,NYSE,SMART,USD,CENTURY COMMUNITIES INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1567271093,NO_HEAD_TIMESTAMP,383302044,CRNC,CRNC,STK,NASDAQ,SMART,USD,CERENCE INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1570851014,NO_HEAD_TIMESTAMP,4727893,CERS,CERS,STK,NASDAQ,SMART,USD,CERUS CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1572101053,NO_HEAD_TIMESTAMP,26916819,CEVA,CEVA,STK,NASDAQ,SMART,USD,CEVA INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US15870P3073,NO_HEAD_TIMESTAMP,202838866,CSBR,CSBR,STK,NASDAQ,SMART,USD,CHAMPIONS ONCOLOGY INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US15961R3030,NO_HEAD_TIMESTAMP,798495509,K9N,K9N,STK,FWB,SMART,EUR,CHARGEPOINT HOLDINGS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1598641074,NO_HEAD_TIMESTAMP,2730877,CRL,CRL,STK,NYSE,SMART,USD,CHARLES RIVER LABORATORIES,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US16115Q3083,NO_HEAD_TIMESTAMP,603515719,I3N,I3N,STK,IBIS,SMART,EUR,CHART INDUSTRIES INC,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US16119P1084,NO_HEAD_TIMESTAMP,233674866,CHTR,CHTR,STK,NASDAQ,SMART,USD,CHARTER COMMUNICATIONS INC-A,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1628282063,NOT_FOUND,,,,,,,,,,0,200: Es wurde keine Wertpapierdefinition zu der Anfrage gefunden
US1630721017,NO_HEAD_TIMESTAMP,267227,CAKE,CAKE,STK,NASDAQ,SMART,USD,CHEESECAKE FACTORY INC/THE,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1630752038,NO_HEAD_TIMESTAMP,581418961,CMCM,CMCM,STK,NYSE,SMART,USD,CHEETAH MOBILE INC - ADR,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1630861011,NO_HEAD_TIMESTAMP,91869066,CHEF,CHEF,STK,NASDAQ,SMART,USD,CHEFS' WAREHOUSE INC/THE,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1630921096,NO_HEAD_TIMESTAMP,138077525,CHGG,CHGG,STK,NYSE,SMART,USD,CHEGG INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US16359R1032,NO_HEAD_TIMESTAMP,5654,CHE,CHE,STK,NYSE,SMART,USD,CHEMED CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1638511089,NO_HEAD_TIMESTAMP,196682709,CC,CC,STK,NYSE,SMART,USD,CHEMOURS CO/THE,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US16385C2035,NO_HEAD_TIMESTAMP,809519799,CMMB,CMMB,STK,NASDAQ,SMART,USD,CHEMOMAB THERAPEUTICS LTD,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US16411R2085,NO_HEAD_TIMESTAMP,4728003,LNG,LNG,STK,NYSE,SMART,USD,CHENIERE ENERGY INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1653031088,NO_HEAD_TIMESTAMP,5994,CPK,CPK,STK,NYSE,SMART,USD,CHESAPEAKE UTILITIES CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1667641005,NO_HEAD_TIMESTAMP,5684,CVX,CVX,STK,NYSE,SMART,USD,CHEVRON CORP,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US16679L1098,NO_HEAD_TIMESTAMP,370766146,CHWY,CHWY,STK,NYSE,SMART,USD,CHEWY INC - CLASS A,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1689051076,NO_HEAD_TIMESTAMP,4816645,PLCE,PLCE,STK,NASDAQ,SMART,USD,CHILDREN'S PLACE INC/THE,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US16943W2044,NO_HEAD_TIMESTAMP,371604308,ENFY,ENFY,STK,PINK,SMART,USD,ENLIGHTIFY INC,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1696561059,NO_HEAD_TIMESTAMP,37655664,CMG,CMG,STK,NYSE,SMART,USD,CHIPOTLE MEXICAN GRILL INC,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US16965P2020,NO_HEAD_TIMESTAMP,339976304,IMOS,IMOS,STK,NASDAQ,SMART,USD,CHIPMOS TECHNOLOGIES INC-ADR,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1699051066,NO_HEAD_TIMESTAMP,2585515,CHH,CHH,STK,NYSE,SMART,USD,CHOICE HOTELS INTL INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1710774076,NO_HEAD_TIMESTAMP,229152096,NAGE,NAGE,STK,NASDAQ,SMART,USD,NIAGEN BIOSCIENCE INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US17133Q5027,NO_HEAD_TIMESTAMP,81671853,CHT,CHT,STK,NYSE,SMART,USD,CHUNGHWA TELECOM LT-SPON ADR,,1,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1713401024,NO_HEAD_TIMESTAMP,5651,CHD,CHD,STK,NYSE,SMART,USD,CHURCH & DWIGHT CO INC,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1714841087,NO_HEAD_TIMESTAMP,267565,CHDN,CHDN,STK,NASDAQ,SMART,USD,CHURCHILL DOWNS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1717793095,NO_HEAD_TIMESTAMP,41045553,CIEN,CIEN,STK,NYSE,SMART,USD,CIENA CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1720621010,NO_HEAD_TIMESTAMP,267661,CINF,CINF,STK,NASDAQ,SMART,USD,CINCINNATI FINANCIAL CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US17243V1026,NO_HEAD_TIMESTAMP,43739720,CNK,CNK,STK,NYSE,SMART,USD,CINEMARK HOLDINGS INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US17259U2042,NO_HEAD_TIMESTAMP,519136554,CION,CION,STK,NYSE,SMART,USD,CION INVESTMENT CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1727551004,NO_HEAD_TIMESTAMP,268057,CRUS,CRUS,STK,NASDAQ,SMART,USD,CIRRUS LOGIC INC,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US17275R1023,NO_HEAD_TIMESTAMP,268084,CSCO,CSCO,STK,NASDAQ,SMART,USD,CISCO SYSTEMS INC,,3,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
US1729081059,NO_HEAD_TIMESTAMP,268149,CTAS,CTAS,STK,NASDAQ,SMART,USD,CINTAS CORP,,2,162: Service für historische Marktdaten - Fehlermeldung:Historical data request pacing violation
